movie,contents,score
시네마 천국,지금까지 본 영화 중 최고. 알프레도와 토토의 나이를 넘어선 우정을 그린 따뜻한 이야기. 여기에 아름다운 OST는 덤.,10
시네마 천국,말이 필요 없는 최고의 영화. 보고 또 봐도 여전히 재미와 감동을 주는 영화,10
시네마 천국,극장에서본 가장 매력적이고 영화음악이 좋았던 영화..,10
시네마 천국,최고의 영화,10
시네마 천국,난 아직도 마지막으로 알프레도가 토토에게 선물해준 필름이 잊혀지지 않는다...,10
시네마 천국,감동,10
시네마 천국,말이 필요없는 영화....이 영화는 극장에서 보는거보다 옛날 영사기로 봐야;;;;,10
시네마 천국,대박,10
시네마 천국,집 tv로 봤지만은 극장에서 다시봐서 그 감동을 느끼고 싶다.,9
시네마 천국,100년 후에도  길이 남을  영화,10
시네마 천국,이 영화 학교 문학 교과서에도 실린건데... 개봉하면 봐보겠습니다,10
시네마 천국,내용무. 꼭 보러갈거당. 내인생의10점영화,10
시네마 천국,말이필요없음,10
시네마 천국,꿈과 사랑 우정 열정을 고스란히 담은  제인생 최고의 영화입니다극장 재개봉이 너무나 기다러 지네요,10
시네마 천국,다시 봐도 울림이 있는 영화..,9
시네마 천국,나의 성장기때 항상 보았던 영화 볼때마다 받아들이는 느낌이 틀려진다,10
시네마 천국,"절대 잊을 수 없는 마지막 장면, 그리고 ....OST만 들어도 가슴이 먹먹한 내인생 최고의 영화.",10
시네마 천국,볼때마다 가슴이 저미는 내 인생 최고의 영화!!,10
시네마 천국,일단 ost가 짱 좋음 영화 재밌고 주인공 사랑스러움 내인생 최고의 영화에 꼽히는 영화임,9
시네마 천국,이건 언제봐도 나의 최고의 영화임에는 분명하다. 음악이며 스토리며 연기며 어디 흠잡을 데가 없다. 끝날때는 괜시리 눈물이 난다.,10
시네마 천국,영화와 음악이 이렇게까지 궁합이 잘맞는 영화는 없고 한아이와 노인에 우정진짜 이영화에는 명장면들이 많았던 것 어릴적에 봤던 영화지만 아직까지 기억에 남아서 눈물이 가끔씩 나오게 하는 영화가 아닌지 진짜 이영화를 욕하는 사람을 영화볼줄 모르는 인간들이다,10
시네마 천국,재개봉이라니.. 가족들이랑 극장에서 다시볼생각하니 발써 기쁘다,10
시네마 천국,오 재개봉!!!,10
시네마 천국,중학생때 봤었는데 아직도 장면 하나하나가 다 기억날 정도로 재미있게 봤던영화,10
시네마 천국,굿,10
시네마 천국,정말 울어버리고 말았네요...,10
시네마 천국,"인생에 대해서, 사랑에 대해서... 삶에 대해서 감동과 함께 본 내 인생 최고의 영화.",10
시네마 천국,최고의 라스트씬..어떤 대사한마디없이 아저씨의 깊은뜻을 알수있는...그리고 밀려오는 추억^^ 정말 영화로인한 천국같은 유년시절...말그대로 시네마천국^^ 최고입니다,10
시네마 천국,"꿈, 사랑, 우정, 추억.....인생의 모든 것이 녹아들어있는 내 인생 최고의 영화...이 영화는 그냥 인생 그 자체.",10
시네마 천국,내 인생 최고의 영화,10
시네마 천국,명작,10
시네마 천국,마지막엔딩장면에 저절로 눈물이나는 내모습을본다 말이필요없는 명작이다,10
시네마 천국,마지막에 주인공이 영화관에 앉아서 조각조각 편집된 영상들을 보는 모습이 아직도 생생하게 생각난다.,10
시네마 천국,"소소한 재미와 OST, 스토리가 매력적인 영화. 젊은 시절의 열정과 사랑에 대해 돌아보게 만들었다. 스토리와 마지막 장면을 알고 있었기에 9점을 준다",9
시네마 천국,옛날 영화 답네요. ㅋㅋㅋ 배경음이 없었으면 어쩔뻔 했냐?? 전체관람인데 왜 정사씬에 노출씬이 있냐고!!! 안심하고 엄마 옆에서 볼때 개 곤란했잖아!!!,10
시네마 천국,진짜 영화.,10
시네마 천국,희한하게 언제나 마지막 장면을 토토랑 똑같은 표정으로 보게 된다. 그러다 스탭롤 들어가면 고여있던 눈물이 다 쏟아지더라. 코풀면서 쓰고 있음,10
시네마 천국,"마지막에 펑펑울었다, 중간의 ㅅㅅ신 뺴고는 감동으로 가득찼던영화",10
시네마 천국,최고,10
시네마 천국,시간이 지나도 감동과 여운이 가시질 않는 최고의 작품이다. 특히 마지막장면과 영화OST는 오랫동안 못잊을듯 하다. 시대가 지나도 깊은 감동을 줄 수 있는 명작중의 명작이다.,10
시네마 천국,꼭 봐야 한다 열번 백번봐라,10
시네마 천국,내 인생의 영화. 왜 별점은 10점밖에없는가,10
시네마 천국,이보다 완벽한 영화가 있을까?,10
시네마 천국,영화 마지막장면은 영화역사상 가장 명장면인듯 진짜 쩔음,10
시네마 천국,내인생 최고의 영화였다,10
시네마 천국,93년도에 사춘기 시절 받았던 감동은 지금도 애뜻하다. 마지막 연속 키스장면은 압권!,10
시네마 천국,명작,9
시네마 천국,OST를 들을때마다 다시 보고 싶다. 너무나 아름다운 영화,10
시네마 천국,알프레도의 토토를 향한 사랑이 토토와 엘레나의 사랑보다 더 깊은듯..,10
시네마 천국,시네마 천국 이라는 말이 와 닿는다.... 엔니오 모리꼬네를 기억 할수있는 영화,10
시네마 천국,영화와 잘 어울리는 OST 감동적인 스토리에 별점 10점을 안줄 수 가 없네,10
시네마 천국,알프레도의 토토에대한 한없는 애정..점점 사라져가는것들... 눈물 ..ㅜㅜ,9
시네마 천국,말이 필요있나~,10
시네마 천국,명작.근데 이거 미성년관람불가아니었나,10
시네마 천국,[아카데미]1990년62회 외국어영화1개부문수상작.아주어렸을때영화를보았었다최근에서아카데미상받은영화들을하나씩보기로결심해다시보게되었다.명작인지는알고있었지만줄거리는잊어버린상태였다.꼬마토토와영화관에서영사기를돌리는알베르토와자전거씬은유명하고사운드트랙은너무유명함.,9
시네마 천국,여운이 남는다  쩐다ㅠ,10
시네마 천국,그냥... 어떻게 이런 영화를 만들 수 있었을까 싶음...,10
시네마 천국,내 인생 최고 영화..너무나 유명한...ost는 말할것도 없이 아련하고 추억속으로 빠지게 만든다봐도 봐도 질리지 않고 눈물이 난다마지막 토토..그 모습 엔딩은 진짜 폭풍눈물..그립다 무언지 모르는 아련함이..,10
시네마 천국,ㅎㅎ 정말 최고의 영화라지요^^ 이걸 보고 나서 감동이란.... 정말인지 요즘 영화는 이런 명작을 찾아볼수가 없어요 ㅠㅠ,10
시네마 천국,나중에 더 나이먹고 한번 더 보고 싶다. 지금 느끼는 감정이랑 그때 느끼는 감정은 차원이 틀릴 것 같음...,9
시네마 천국,엔딩 씬은 노스텔지어 자극만으로 국한해볼때 감히 영화 역사상 최고가 아닐까 생각해본다,10
시네마 천국,멍하게 보다가 마지막 씬에 주인공과 같이 눈물 쏟는 영화. 대부 이후로 이런느낌 처음...,10
시네마 천국,명작중에 명작이네 이런영화를 이제 보다니 대단하다 정말 좋은영화다,10
시네마 천국,영화 자체도 훌륭했지만 엔니오 모리코네의 음악이 영화에 혼을 불어 넣었다.,10
시네마 천국,우리가 살아가는 이유...,9
시네마 천국,인생을 집약적으로 보여주는 너무나 감동적인 영화...,10
시네마 천국,영화의 음악과 마지막 장면은 잊혀지지가 않는다.,9
시네마 천국,인간이 만든 최고의 발명품이 영화이고 그 중 최고가 이 영화....,10
시네마 천국,마지막 여운 우정영화란 이런 것!,9
시네마 천국,이거 지루해서 3번이나 보고 껏다 왜 명작인지 알고 싶어서 봣다...평점10점 내렷다 단점은 여자라면 남자보다 다소 와닿는게 적을수도 있따는거 군대도 그렇고 어머니의 사랑에대한 애절함이 큰주제가아니라서...그리고 어린사람들은 보고 잘듯..ㅋ,10
시네마 천국,영화관에서 처음 개봉했을때 3일 연속으로 혼자 보러갔었지..잊지못할 그 감동은 20년이 지난 지금도 고스란히 남아있네..,10
시네마 천국,"로그인에 평점에 글까지 쓰게 만드는 영화, 세월이 흘러서 다시 한번 꼭! 보고싶은 영화.",10
시네마 천국,굳,9
시네마 천국,감독판은 비추요~~ 음악과 영상이 너무나도 아름다우면서도 먼가 그립게 만드는 따뜻한 영화. 토토와 알프레도의 진한 우정! 정말 감동입니다!,10
시네마 천국,내 인생 최고의 영화,10
시네마 천국,여운과 세월의 무게 감동코드가 잘버무려지긴했지만 기대치보단 별로였다,7
시네마 천국,브라보 브라보,10
시네마 천국,말이 필요없슴,10
시네마 천국,한 사람의 삶의 무게가 고스란히 느껴지는 영화..나중에 더 나이가 들고 본다면 또 다른느낌을 받을것 같다,8
시네마 천국,10점 주는데 망설이지 않는 몇 안되는 영화중 하나.,10
시네마 천국,갑자기 생각나서 평남기러옵니다.. 엔딩의 여운이 아직도 남아있는영화.. 세월의무게 현실의무게.. 많은것들을 느낄 수 있는영화,10
시네마 천국,말이 필요없는 고전 명작,8
시네마 천국,억지 감동 저리가라 이게 진짜 감동이더라,10
시네마 천국,러닝타임 완전기네~ost를 많이 들어봤던 상태라서 뭔가 감정몰입이 더 잘된듯. 여튼 엔딩신은 좀 감동이였다. 고전 명작일만하다.,9
시네마 천국,전체관람가 뭐지 하튼 몰입은 해서 봤음,8
시네마 천국,명작인지 모르겠는데.... 관람등급은 왜 전체관람가인지 모르겠음.,5
시네마 천국,지나간 것에 대한 슬픔. 그리고 인생. 나이가 더 들면 이 영화에 대한 느낌도 다르게 다가올까요? 엔니오 모리꼬네 음악이 이 영화에 빛을 준 것 같네요.,8
시네마 천국,"시대를 거슬러 볼때마다 또다른여운과, 인생을 돌아보게 만드는 그 사운드와 전율.. 최고의 작품.",10
시네마 천국,살면서 꼭 한편 영화를 봐야 한다면 바로 이영화가 아닐까...  보면 볼수록 영화가 아닌 인생이 묻어난다..이영화를 처음본지 20년이 흘렀지만 아직 이만한 여운을 주는 영화는 없었다..,10
시네마 천국,10년뒤에 또 봐야할 영화,10
시네마 천국,오랜만에 잔잔한 감동을 준 영화,10
시네마 천국,영화를 생각하면 하나의 안타까운 그래서 더 소중하게 느껴지는 삶이 떠오르는 그런 영화. 토토는 알프레도는 기억은 삶은 추억은...,9
시네마 천국,중후반부 가면갈수록 실망..,7
시네마 천국,보는 내내 입가에 미소가 사라지지 않았네요... 다른 말 필요없이 그냥 '멋진'영화.,9
시네마 천국,ost작곡가 엔니오 모리꼬내는 천재같다..그는 음악을 만들때 영화를 먼저보고 만든다했따..그래서 주옥같은 노래가 나온거 같다..주인공이 기차타고 떠날떄 나오는음악과 금의환향해서 비행기타고 돌아올때나오는 음악은 눈물이 나서 멈출수가 없었다.ㅠㅠ,10
시네마 천국,음악때문에 거품이좀꼈네요,7
시네마 천국,말이 필요 없네요. 감동 입니다.,10
시네마 천국,내인생 최고의 영화 감독판 꼭보시길..,10
시네마 천국,아직도 머릿속에 OST가 잊혀지지 않는영화....극장이 무너질때 왠지모르게 짠했던...오랬동안 기억에 남는 영화같아요,10
시네마 천국,알프레도가 남기고 간 향기.,10
시네마 천국,"영화의, 영화에 의한, 영화를 위한 영화. 특히 엔딩은 그냥 미친듯.. 최고다!!!",10
시네마 천국,ㅜㅜ,10
시네마 천국,알프레도..ㅠ,9
시네마 천국,"볼수록 궁금해지는 영화, 감독의 카메라기술도 좋았고 스토리도 감동적이다",10
시네마 천국,"말그대로 인생의모든것을 담아낸 엄청난영화 엔딩씬,엔니오모리꼬네의 아름다움선율과 토토의 눈물을보며 눈물흘리지않을 사람얼마나될까",10
시네마 천국,최고..,10
시네마 천국,오래된영화는 절대 안봤다. 그래픽이나 스토리나 지금이 더 얽히고 더 얽히고 그게 영화보는 재미라고 생각했다. 그래서 오래된영화는 절대 안봤다.하도하도 명작이라하고 봐야지봐야지하는데... 오래된영화라 안봐지더라..근데 좋다 4신데 안자고 있네..,9
시네마 천국,알프레드와 토토에 소중한 추억자체,10
시네마 천국,"어쩌면 우리들의 성장기를 나타낸 영화가 아닌가 싶다. 중간에 멜로로 빠지는줄 알았지만, 역시나 탄탄한 스토리와 ost는 훌륭하다. 30년후에 이 영화를 보고 있는 나는 어떤 모습일지 궁금하다.",10
시네마 천국,울뻔;; ㅇㅅㅇ,10
시네마 천국,OST만으로도 이 영화는 충분히 볼 가치가 있다. 영화 보면서 멜로물로 빠지는 줄 알고 뻔한 스토리로 가는가 싶었는데 그게 아니었네...막판에 감동이다. 어린 꼬마도 너무 귀여웠고 러닝타임이 좀 길긴 하지만 상당히 볼만하다. 역시 영화는 클래식이 좋아,10
